transaction_id,timestamp,user_id,amount,device_id,location,time_gap,typing_speed,is_fraud
8f9635fb-4c5,2026-01-29 01:32:14.238588,9a1ffa48,727.88,808d1cfc-8,San Francisco,733,80,0
c56be1f4-ce7,2026-01-29 01:34:45.238588,030ef52e,368.16,c7b6a446-0,New York,22,52,0
4b70a9a3-e21,2026-01-29 01:44:20.238588,5aa9b5a9,478.02,93c38d04-d,San Francisco,1630,73,0
d0c96d9d-406,2026-01-29 01:46:48.238588,2aad9924,2832.33,9ce75aa6-0,Mumbai,1506,79,0
982dad78-8d1,2026-01-29 01:51:18.238588,be513985,549.98,a13b49cb-c,London,2742,66,0
79d88655-05f,2026-01-29 01:51:51.238588,71358db4,746.95,003ab52c-7,New York,3357,80,0
708a279f-9ee,2026-01-29 01:52:20.238588,e3324dad,2246.43,dc0b4819-0,London,1627,53,0
6f0088e8-9b1,2026-01-29 01:52:57.238588,a4303d52,884.85,f36eda8b-5,London,551,63,0
74e3752c-fdb,2026-01-29 01:53:03.238588,3c38fb3f,2703.65,fadfbfb9-8,London,3136,58,0
011ce77b-6b8,2026-01-29 01:55:30.238588,7bdb045d,356.69,2295354b-3,San Francisco,654,52,0
ed569b0c-874,2026-01-29 01:56:03.238588,e55f2c35,367.44,a02311ea-a,London,3402,43,0
dcab1ec4-baf,2026-01-29 01:56:05.238588,1483b66f,444.93,00874b1f-9,New York,1552,50,0
105f3b51-3b2,2026-01-29 01:57:13.238588,87feea70,345.71,6344101c-3,London,351,49,0
8f8b50bb-c5e,2026-01-29 02:02:17.238588,67a199f8,1784.62,e3e2b6a9-5,Mumbai,2994,69,0
7130d176-d74,2026-01-29 02:04:57.238588,4b164feb,80.74,d3574ae3-f,Singapore,1753,48,0
c2a52b88-5ba,2026-01-29 02:08:08.238588,bf6264c2,1683.21,f9128af9-2,Berlin,2311,59,0
0c3d6c59-85b,2026-01-29 02:13:07.238588,4f3fd724,882.56,9331cfd4-d,London,1151,45,0
a3a96523-4cc,2026-01-29 02:20:47.238588,b0ffe454,1599.28,b993d973-9,San Francisco,1194,48,0
47b301e8-b8a,2026-01-29 02:23:00.238588,c673ae34,951.48,9e36a4bd-8,New York,2309,54,0
4ecc1959-248,2026-01-29 02:27:00.238588,364a3ebd,511.01,95fb26bd-f,London,1179,55,0
6103c441-718,2026-01-29 02:27:47.238588,fa948ada,536.09,f64a26ed-1,Mumbai,2736,51,0
5784389f-9e0,2026-01-29 02:29:47.238588,c9ab3d61,722.56,7896487f-8,Berlin,1880,79,0
f4ca3de5-be7,2026-01-29 02:38:05.238588,aa3bf3a5,491.09,ee34aaf6-c,New York,2001,64,0
d5f8aa9c-50a,2026-01-29 02:38:33.238588,4a53be69,652.91,7aef5614-d,Mumbai,1289,63,0
f00d9f01-35c,2026-01-29 02:38:35.238588,4b164feb,2021.89,d3574ae3-f,Sydney,1432,51,0
2975610d-d6b,2026-01-29 02:41:52.238588,f5ae7b12,212.24,c3e7b8cd-4,Singapore,1575,41,0
74651058-0ec,2026-01-29 02:48:28.238588,9d94d7af,227.71,8da807f6-5,London,1727,170,1
d5825ee3-c94,2026-01-29 02:48:52.238588,37d20046,180.51,334347c5-0,Tokyo,1669,51,0
da55eebc-fe0,2026-01-29 03:00:02.238588,bae650b1,376.22,8c3ef9ff-e,San Francisco,819,41,0
acf988c6-8c6,2026-01-29 03:04:17.238588,876819e5,751.37,3d57e017-b,Tokyo,218,44,0
03b7ecd4-c92,2026-01-29 03:05:01.238588,0c64f5d5,949.54,b6a7c761-c,Singapore,3430,60,0
0101f29c-96d,2026-01-29 03:11:27.238588,6a4afb22,219.04,f9dc013d-b,New York,372,48,0
7165ad64-bae,2026-01-29 03:12:30.238588,17c1a5db,160.08,fa1c2286-a,Berlin,1306,47,0
9a9f225e-2cf,2026-01-29 03:15:20.238588,bda96ab4,988.24,8e761b1a-7,Mumbai,32,68,0
920c0725-2a5,2026-01-29 03:19:58.238588,0d400e07,621.47,2a8f8b93-8,Mumbai,3065,60,0
8d40d7be-f2f,2026-01-29 03:23:11.238588,aa71c362,165.32,0ba400e7-2,Singapore,1327,53,0
a4b0c2a4-033,2026-01-29 03:28:45.238588,6ba2a98a,595.05,9d0acbc1-a,Mumbai,1973,74,0
f8350c3a-1ea,2026-01-29 03:28:49.238588,b56a32da,313.47,c7eea05c-3,Singapore,1355,69,0
84c68050-444,2026-01-29 03:29:11.238588,23819fc7,966.9,e9a7df38-f,London,1932,76,0
01827b27-96c,2026-01-29 03:33:27.238588,e82c2979,581.06,9b57f314-6,Sydney,369,71,0
9cb29996-37e,2026-01-29 03:37:59.238588,14afab77,61.03,3431f15d-e,Singapore,2639,41,0
3b6648f6-d84,2026-01-29 03:41:40.238588,ab66c8ea,720.1,d41367e9-d,Tokyo,1516,76,0
edc488e7-339,2026-01-29 03:47:49.238588,10c6e9ce,913.23,e25bf637-e,Mumbai,571,72,0
fff6defa-bfd,2026-01-29 03:55:45.238588,c2b1041e,954.84,5e0589e9-d,New York,1063,59,0
e2f128a7-d40,2026-01-29 04:01:35.238588,085f2942,2883.05,06db5261-f,Sydney,1367,78,0
6fccfb3d-2d8,2026-01-29 04:03:04.238588,ed0bbc0b,1486.33,1831e96f-d,Singapore,3152,50,0
d727399f-254,2026-01-29 04:03:48.238588,60d8764a,614.02,00ca62a6-0,Tokyo,377,67,0
8c6e1a68-845,2026-01-29 04:10:52.238588,985e8e50,19.63,e5ebc877-3,Tokyo,1858,54,0
12054160-984,2026-01-29 04:16:29.238588,17e5e3b0,2059.13,d21257c4-3,Mumbai,1828,73,0
c3c75acc-300,2026-01-29 04:26:33.238588,b20454ce,1607.46,a3314ac0-b,London,2020,60,0
5910d8ae-a28,2026-01-29 04:29:56.238588,f32bcd29,987.57,7d391659-f,London,2234,64,0
f7f05ad9-aee,2026-01-29 04:34:14.238588,7b62d36d,1272.14,17d0df4e-e,San Francisco,2160,49,0
b2b8c27c-8e7,2026-01-29 04:49:59.238588,876819e5,318.05,3d57e017-b,San Francisco,2426,54,0
c6835601-e55,2026-01-29 04:52:22.238588,0c64f5d5,711.79,b6a7c761-c,Singapore,3463,69,0
7dfd4d14-7ee,2026-01-29 05:01:12.238588,67a199f8,782.95,e3e2b6a9-5,New York,1911,51,0
7fe9562e-2d7,2026-01-29 05:03:43.238588,d1c042ce,684.5,3e5f0e4f-0,Singapore,1738,76,0
378e96a5-100,2026-01-29 05:05:54.238588,d96272be,345.36,d4a7b51e-8,New York,3088,70,0
c4ba339a-202,2026-01-29 05:08:09.238588,ebe6710a,2214.43,f2d50854-f,Sydney,2908,49,0
6c21cded-3ac,2026-01-29 05:08:17.238588,7f761ca7,957.74,fe407a60-2,London,2856,75,0
e2c0eb41-f8e,2026-01-29 05:08:35.238588,2ee75538,842.65,20936bdf-2,Mumbai,2961,79,0
a093bcfb-d25,2026-01-29 05:08:45.238588,1634a4cb,830.28,838b0ef2-7,San Francisco,2370,52,0
c6d99d6e-5e2,2026-01-29 05:21:07.238588,ab7764b5,850.82,51d32910-c,London,1615,76,0
0aa87fe1-1bb,2026-01-29 05:27:25.238588,8bd9d646,544.45,03a5982d-6,New York,2433,72,0
ab72936a-232,2026-01-29 05:38:35.238588,3bbcd6d3,658.8,a24776d1-4,London,2020,79,0
743fda1b-009,2026-01-29 05:45:35.238588,3468bd94,784.0,caf999ce-e,Singapore,2701,75,0
4df2de04-383,2026-01-29 05:50:05.238588,249f08a1,802.11,076427f1-6,Tokyo,735,76,0
3708e893-8bd,2026-01-29 05:52:03.238588,984ba8b9,2998.88,cf09f508-3,New York,3363,72,0
973f668b-cef,2026-01-29 06:00:59.238588,d496a700,92.14,205a39a8-4,Sydney,3326,58,0
4f7ac1cd-95a,2026-01-29 06:05:44.238588,7537075b,438.37,30b7024d-9,London,3571,62,0
faeb9b64-cb2,2026-01-29 06:06:02.238588,3fc7590e,900.75,4b3e1718-6,Singapore,3543,61,0
64f62f85-538,2026-01-29 06:11:15.238588,5645a744,268.0,e4f9fce5-2,Tokyo,3099,54,0
3d0c9df2-6fb,2026-01-29 06:13:40.238588,aef701a3,384.47,9b018065-2,Mumbai,3385,55,0
83024858-7c2,2026-01-29 06:16:48.238588,35efc072,124.52,fecdf6c6-f,San Francisco,2446,56,0
429d599d-d9a,2026-01-29 06:17:34.238588,a50991a5,524.08,584b8cfb-1,Sydney,102,72,0
886dad8a-70a,2026-01-29 06:17:40.238588,87692496,816.39,eee98fd8-a,London,161,48,0
eb3ed1e7-0db,2026-01-29 06:20:23.238588,40ef2035,2305.63,0a54fd5d-7,Singapore,3590,74,0
7431ed1e-66d,2026-01-29 06:28:36.238588,494d13a0,1991.38,7fb56e41-4,Berlin,2802,77,0
d36a6613-11e,2026-01-29 06:30:31.238588,63f108dc,504.63,af5bf3e6-5,London,233,46,0
e5986e02-750,2026-01-29 06:30:48.238588,8cd33050,963.51,eaac033c-4,London,1030,48,0
32e0af9f-ed0,2026-01-29 06:34:23.238588,55c01306,492.62,25f37600-e,Mumbai,1756,66,0
4a0cf801-3a2,2026-01-29 06:38:15.238588,9e336d39,722.34,96d4af24-f,San Francisco,118,67,0
a3379812-191,2026-01-29 06:39:22.238588,ddd9f054,388.46,27f7f312-2,Singapore,1576,56,0
35ed4592-20d,2026-01-29 06:42:13.238588,9b8d4d50,477.73,eb27fa4a-f,Mumbai,3253,64,0
bb368d9b-b28,2026-01-29 06:44:51.238588,3f9d12a2,775.22,7086a555-4,Mumbai,32,44,0
4615afd0-d59,2026-01-29 06:45:22.238588,aa3bf3a5,186.64,ee34aaf6-c,Tokyo,2504,65,0
2c0330f9-616,2026-01-29 06:46:41.238588,b1e21fa9,433.85,ff12da26-3,Berlin,789,69,0
79c42ae8-0ae,2026-01-29 06:49:46.238588,545ba968,197.06,b4513990-d,London,881,41,0
cf66a5a2-6e7,2026-01-29 06:50:35.238588,347fc2b1,1164.6,95e7734b-1,Tokyo,3376,68,0
29e9160e-b4b,2026-01-29 06:53:03.238588,ef41f82b,486.48,a639bcb5-1,Tokyo,2641,60,0
328c231a-e45,2026-01-29 06:54:43.238588,8aa30e6f,223.44,7cbb019b-6,London,2384,67,0
6e0632e7-de6,2026-01-29 06:57:54.238588,4b1a95d9,778.66,bb92fc62-9,London,3410,68,0
7dabf76c-8c7,2026-01-29 07:01:05.238588,a56238e1,145.48,ea19f213-1,Berlin,1110,79,0
9c079b01-23e,2026-01-29 07:04:47.238588,bae650b1,5852.04,8c3ef9ff-e,Tokyo,1,56,1
7bf18693-41e,2026-01-29 07:12:14.238588,5c7d0672,952.9,5b825f35-2,Singapore,3593,58,0
d2e22923-759,2026-01-29 07:15:55.238588,f5d21783,665.53,17c3b3e9-8,Mumbai,1929,47,0
9b206446-8ff,2026-01-29 07:18:22.238588,3313b45b,587.94,5d0de5d5-a,London,427,60,0
7cb39c4d-723,2026-01-29 07:25:52.238588,900bbf38,546.6,93e6c103-d,New York,1143,58,0
fc60128b-400,2026-01-29 07:37:28.238588,aaed8b42,611.39,b1d407b9-a,Singapore,1194,79,0
69fdee63-7f7,2026-01-29 07:37:53.238588,2e810dc9,891.73,f4c64ee4-4,New York,590,70,0
6a5453eb-774,2026-01-29 07:42:18.238588,4d800af5,480.24,bc11452f-f,Berlin,1446,78,0
d7c3cf01-9c2,2026-01-29 07:46:10.238588,50e4a950,932.35,bf16c068-3,Singapore,2566,57,0
50834eab-96b,2026-01-29 07:47:08.238588,996a1dde,141.98,d5016725-3,Mumbai,3364,40,0
c4907070-b72,2026-01-29 07:47:32.238588,7bd0a2a4,944.74,bbb6224a-a,Berlin,2887,64,0
5a830d38-f67,2026-01-29 07:58:59.238588,c1ea3bef,962.66,a00727c8-d,San Francisco,1272,68,0
05d4692b-f71,2026-01-29 08:12:21.238588,6fb19bca,2260.46,98a5bcbe-2,New York,3110,49,0
a31fdb0e-a42,2026-01-29 08:13:36.238588,4b164feb,210.39,d3574ae3-f,Mumbai,2098,55,0
114b13be-2b0,2026-01-29 08:21:54.238588,0d949ae0,732.04,19c06e45-6,Singapore,1311,76,0
bccdf723-245,2026-01-29 08:26:47.238588,67a199f8,828.17,e3e2b6a9-5,Tokyo,1517,48,0
ce50588e-06d,2026-01-29 08:35:53.238588,c583d364,439.21,25d62f02-b,Mumbai,2046,72,0
9efc1dd9-43d,2026-01-29 08:39:51.238588,20624688,677.87,23cbb6e9-0,Sydney,245,52,0
09b53566-1ab,2026-01-29 08:41:43.238588,e0a081c3,817.5,37420ea7-0,Mumbai,1861,69,0
775ee662-32b,2026-01-29 08:42:09.238588,bb4c57ef,478.81,46cb94f1-e,Sydney,1663,41,0
b24f3794-11e,2026-01-29 08:43:41.238588,87d749bb,660.63,f9b631f2-3,London,2389,57,0
1b045b5f-4fc,2026-01-29 08:46:07.238588,87692496,894.87,eee98fd8-a,London,997,75,0
9b50612c-45c,2026-01-29 08:50:37.238588,7266941c,274.05,66851983-4,San Francisco,1431,71,0
d1ad12dc-8d0,2026-01-29 08:52:23.238588,fce7e237,141.52,4e68ea62-6,Tokyo,1955,58,0
617732bd-22b,2026-01-29 08:54:36.238588,be91838a,125.37,edecef26-d,San Francisco,1533,54,0
358b1b2f-f2c,2026-01-29 09:00:20.238588,4b6ddf64,293.54,674b597a-7,San Francisco,990,62,0
f95ba362-0e0,2026-01-29 09:02:12.238588,7ce2e46a,35.47,ce7d8c73-9,Mumbai,1132,47,0
a966ce14-a29,2026-01-29 09:04:34.238588,3d1706fb,2590.8,0c1cfae1-1,Sydney,1692,41,0
c963633f-e14,2026-01-29 09:08:45.238588,42755310,715.29,e5b7b173-c,Tokyo,702,67,0
5d3f4d01-5b9,2026-01-29 09:09:35.238588,e5d8e48d,14.0,07284f09-8,London,3233,61,0
8de56de3-2bb,2026-01-29 09:10:53.238588,7f66e217,2344.75,09fa908b-2,Mumbai,242,56,0
19f82f72-df3,2026-01-29 09:12:30.238588,5cbe7536,127.83,8f55a2a4-4,Sydney,1073,75,0
c5441fa2-44f,2026-01-29 09:18:13.238588,3bbcd6d3,387.23,a24776d1-4,New York,428,80,0
97b98eff-8fd,2026-01-29 09:24:30.238588,36fe22d6,678.22,2f8d05cc-4,Mumbai,1420,48,0
81c11d31-a25,2026-01-29 09:33:10.238588,63f108dc,374.07,af5bf3e6-5,Singapore,554,54,0
eac97910-266,2026-01-29 09:36:34.238588,236e0746,370.21,0458911f-4,Berlin,387,49,0
69dc7630-01c,2026-01-29 09:37:21.238588,68880de9,960.11,fb4bddf2-c,Mumbai,793,44,0
fed50f23-afb,2026-01-29 09:39:11.238588,6d6468b2,132.67,6d5d17cf-c,Sydney,1636,42,0
44217ba0-d01,2026-01-29 09:46:06.238588,88cd7d02,47.66,03336755-f,New York,3037,64,0
e870e465-7bf,2026-01-29 09:49:36.238588,5645a744,818.64,e4f9fce5-2,Mumbai,2701,80,0
9fc093ad-cf6,2026-01-29 09:58:08.238588,b27e6484,144.91,39d67ff1-f,Tokyo,2288,41,0
c47fa86c-a57,2026-01-29 10:00:56.238588,fe1f0b17,364.09,0f32ce66-1,Tokyo,892,66,0
c685025b-8cf,2026-01-29 10:08:23.238588,34bd9ee2,267.01,25c17134-a,Sydney,219,73,0
737f6bc0-70f,2026-01-29 10:12:59.238588,7e07bd02,633.33,4056dc70-e,Singapore,905,53,0
f45f3fe3-b0f,2026-01-29 10:18:25.238588,bf6264c2,1501.94,f9128af9-2,Mumbai,2024,75,0
af9374a1-9d7,2026-01-29 10:19:36.238588,2c1d9b00,303.75,5eb1678c-4,San Francisco,3552,72,0
4c7a59f3-15e,2026-01-29 10:20:24.238588,3bc0fe13,1597.83,f824016c-0,Berlin,118,68,0
3996e860-d40,2026-01-29 10:20:46.238588,67a199f8,553.45,e3e2b6a9-5,Berlin,1596,63,0
2495b31c-41f,2026-01-29 10:22:38.238588,7450ac6a,455.71,efa1fc66-6,Sydney,2554,75,0
f88b93f2-1ef,2026-01-29 10:25:17.238588,dc3296d8,352.19,b9d08d4f-8,Berlin,695,72,0
5acdc021-32b,2026-01-29 10:25:41.238588,bebdb276,297.8,a746baaf-c,Singapore,74,77,0
22441868-ab7,2026-01-29 10:28:48.238588,a8dfd85c,2874.63,f0b0da20-2,Sydney,2821,58,0
806d173d-76e,2026-01-29 10:28:59.238588,6d6468b2,821.32,6d5d17cf-c,Mumbai,1081,71,0
5c2e1973-9af,2026-01-29 10:45:35.238588,84d5d82e,545.83,ddcacb66-6,New York,3141,73,0
343d99fd-9e3,2026-01-29 10:46:17.238588,dfa07743,969.94,40605566-f,Tokyo,1079,50,0
28a15a78-3ac,2026-01-29 10:49:26.238588,fbb11d73,134.15,2d48c282-3,Singapore,2361,59,0
d758ab22-708,2026-01-29 10:59:41.238588,d286ad84,667.67,99d36050-c,San Francisco,501,55,0
a91d697f-220,2026-01-29 11:05:07.238588,43035c37,783.14,fbf734d4-a,Berlin,2436,53,0
be264188-a79,2026-01-29 11:08:55.238588,2defffe1,84.93,7bc43680-e,London,2497,73,1
7471b14b-716,2026-01-29 11:15:07.238588,9bfc1722,188.94,8bb4fd00-e,London,828,46,0
c68023ad-b48,2026-01-29 11:34:45.238588,2b095a79,354.09,70d01ea5-6,Berlin,1112,121,1
df2ec090-2aa,2026-01-29 11:47:31.238588,44cd0989,570.55,f7cbb00b-7,Sydney,3227,46,0
ec823a1c-bff,2026-01-29 11:56:10.238588,71cf62b6,410.01,34f86bd4-9,Berlin,3559,61,0
1754d832-359,2026-01-29 11:57:13.238588,7dec12a3,84.15,62ccedea-d,San Francisco,2675,71,0
6e22cf27-243,2026-01-29 11:58:40.238588,2ddffeaa,171.82,d0798c0c-0,London,2736,69,0
ab2fce26-a27,2026-01-29 12:03:57.238588,2b10a70e,467.04,86d4e3bb-6,New York,220,74,0
0d1b788c-ffb,2026-01-29 12:10:51.238588,8d0ac456,540.83,e20b2fac-1,Mumbai,1291,72,0
a275d243-499,2026-01-29 12:15:43.238588,38bf3120,8328.53,115dedb4-5,Mumbai,23,56,1
3f300f3e-905,2026-01-29 12:20:21.238588,c1d4e513,445.78,fa1a9237-d,Sydney,471,48,0
23dd0fcd-416,2026-01-29 12:27:17.238588,435bc3eb,663.21,1ceb3a84-0,San Francisco,2622,78,0
72c4b63a-366,2026-01-29 12:30:19.238588,66f0ef7d,1702.42,b6df6711-0,Tokyo,37,61,0
56ffc047-798,2026-01-29 12:31:07.238588,d496a700,396.33,205a39a8-4,Singapore,912,67,0
84a9b315-c8d,2026-01-29 12:31:21.238588,d46a7e20,764.08,09b99a23-b,Singapore,436,43,0
cdbcb3f2-2ce,2026-01-29 12:32:26.238588,985e8e50,4576.84,e5ebc877-3,Singapore,18,58,1
78db46fa-e93,2026-01-29 12:32:59.238588,83e52951,88.1,da7b3dd8-3,Sydney,786,47,0
8c044491-1a5,2026-01-29 12:34:33.238588,4ec23496,907.95,9d0ac531-2,New York,1226,69,0
dcc792f0-da8,2026-01-29 12:36:36.238588,fb5a5ebb,396.09,9ad66e19-e,New York,2766,60,0
ae1585aa-6b1,2026-01-29 12:40:20.238588,a8dfd85c,71.58,f0b0da20-2,Berlin,2838,57,0
77832e51-1c9,2026-01-29 12:40:43.238588,bfe2db92,1933.49,c951e325-6,London,3560,73,0
208dd888-836,2026-01-29 12:41:28.238588,e9b195a5,2775.56,6941fddb-0,Singapore,2709,73,0
3ab8007a-5d5,2026-01-29 12:43:41.238588,226c011b,879.38,fc7eac13-b,Tokyo,1879,80,0
54395859-31a,2026-01-29 12:54:44.238588,800fee6b,755.8,9696f7f4-2,New York,3051,70,0
fef0126a-ee7,2026-01-29 12:55:01.238588,ad7f792a,529.01,f3437f5b-f,Mumbai,1970,75,0
63a43396-896,2026-01-29 12:56:45.238588,f9c4cf40,2011.37,246caf9a-2,Sydney,165,40,0
251df213-fc9,2026-01-29 13:06:01.238588,e1ea78b6,609.81,d463733d-6,Berlin,3322,67,0
4348ade7-48e,2026-01-29 13:21:35.238588,fd74dab4,950.41,6b028bef-9,London,121,43,0
35ea024d-5d8,2026-01-29 13:26:17.238588,aeae30c9,336.56,acbc7d2a-3,New York,3548,59,0
e58ee604-fd7,2026-01-29 13:26:45.238588,94c78c7c,911.29,c1e5c077-b,New York,1339,71,0
789509d5-779,2026-01-29 13:27:59.238588,8b33f443,3975.76,be3faf7d-9,London,28,79,1
758f39c6-ef8,2026-01-29 13:29:44.238588,f50e00bd,2587.55,c86903cf-a,Tokyo,292,44,0
f4420628-422,2026-01-29 13:36:44.238588,4b164feb,726.54,d3574ae3-f,San Francisco,2077,75,0
21252838-f8c,2026-01-29 13:43:04.238588,22de8d9f,844.01,6fb1daa1-c,Tokyo,824,48,0
76f7e7ca-d7c,2026-01-29 13:51:59.238588,8f8ad240,805.6,9e3ed3b8-7,Singapore,2125,48,0
892e122d-69b,2026-01-29 13:55:57.238588,d2ca6e60,830.76,a9fc4e80-d,San Francisco,2213,50,0
cf4d4492-7fb,2026-01-29 14:00:49.238588,d9072c0e,743.38,59155a66-b,San Francisco,228,69,0
9ec98c20-5da,2026-01-29 14:03:34.238588,a380fb82,1003.31,f56d6a91-7,Tokyo,392,46,0
de440649-616,2026-01-29 14:07:36.238588,9236817e,642.96,128f9c46-0,Mumbai,44,74,0
ee956e76-875,2026-01-29 14:16:01.238588,2a71c529,695.95,272c5459-1,London,2541,79,0
12dc923c-d94,2026-01-29 14:19:15.238588,94dfe0eb,716.36,072feec4-9,Sydney,1628,67,0
65bd4023-8f4,2026-01-29 14:25:00.238588,57bfc3ef,622.1,8cfbb929-9,London,3291,54,0
2f19ecff-60d,2026-01-29 14:26:40.238588,aaed8b42,872.12,b1d407b9-a,Berlin,556,46,0
e93e3f31-dcb,2026-01-29 14:30:33.238588,4e27af8f,604.98,c973c164-7,Berlin,2172,49,0
41c126a8-cc5,2026-01-29 14:39:02.238588,66f0ef7d,709.5,b6df6711-0,San Francisco,2495,51,0
c394da2e-63b,2026-01-29 14:43:55.238588,800fee6b,370.25,9696f7f4-2,Singapore,2993,47,0
36cc9fde-78f,2026-01-29 14:47:22.238588,2ab7ab46,125.44,ed2c3302-c,Singapore,2703,40,0
bc4e2d91-a39,2026-01-29 14:47:31.238588,410999fd,785.64,612e6d48-3,New York,636,80,0
ed5cfea3-650,2026-01-29 14:51:32.238588,935a2d2c,1228.09,1815acec-a,Singapore,1950,55,0
bdb9783f-df5,2026-01-29 14:51:36.238588,d1c042ce,661.47,3e5f0e4f-0,London,646,78,0
72393274-706,2026-01-29 14:52:36.238588,4046fc99,645.49,1c242498-0,Berlin,828,44,0
2f580caa-6cf,2026-01-29 14:54:48.238588,ee658313,191.47,895e2658-5,Mumbai,2317,76,0
56113dda-f3a,2026-01-29 15:15:37.238588,7bff3033,499.98,e5c1ac94-f,Mumbai,2807,75,0
783445e5-0e3,2026-01-29 15:16:23.238588,bb4c57ef,502.02,46cb94f1-e,Tokyo,3358,61,0
11c3bcfb-1fd,2026-01-29 15:17:26.238588,4e0abe66,641.52,df68a9f1-8,San Francisco,1544,62,0
09122b42-192,2026-01-29 15:19:09.238588,f50e00bd,732.77,c86903cf-a,Tokyo,3207,42,0
7ad7f5c1-25e,2026-01-29 15:20:38.238588,0f80659c,176.75,6011fcaf-6,Tokyo,1853,67,0
c567ce79-c51,2026-01-29 15:23:58.238588,8d3356ec,711.99,bcf681cd-2,Sydney,1117,40,0
c1b70b44-8f7,2026-01-29 15:24:28.238588,3e197c7f,89.65,e0484f46-d,London,425,56,0
df29d83d-9e1,2026-01-29 15:37:05.238588,c82c2ad0,461.08,d0967d28-e,Tokyo,3495,50,0
db7155ed-da1,2026-01-29 15:39:02.238588,3866ad49,987.46,48623807-d,Tokyo,2075,55,0
3926fe0a-c5b,2026-01-29 15:44:34.238588,de306872,2731.39,0d119bb9-2,Singapore,2752,41,0
06004e3a-457,2026-01-29 15:45:22.238588,27bfcc95,270.83,cf27f85d-f,Mumbai,1748,80,0
8047f551-71a,2026-01-29 15:49:30.238588,0ce6375b,522.59,7f09fdc8-a,Berlin,663,66,0
88ecb5e2-032,2026-01-29 15:56:12.238588,8d38220c,289.29,5a9270cf-c,Mumbai,3510,59,0
e8aa6862-cb4,2026-01-29 16:05:33.238588,81f65dce,210.04,3ac10465-c,Tokyo,901,77,0
c8682b7f-c28,2026-01-29 16:14:28.238588,1483b66f,775.25,00874b1f-9,New York,432,75,0
bc020fa5-499,2026-01-29 16:19:44.238588,d53ba76b,831.62,fdaae99d-7,Sydney,2765,46,0
5dcdf46b-19d,2026-01-29 16:27:10.238588,fbb11d73,462.95,2d48c282-3,Berlin,839,71,0
4bd4da74-e42,2026-01-29 16:29:07.238588,e7a0be72,551.84,6d45949f-a,Tokyo,3467,46,0
426aac4e-4d6,2026-01-29 16:35:39.238588,1c1a2e69,2115.75,347cadb0-9,London,298,40,0
279a25d4-7c4,2026-01-29 16:37:03.238588,68423ab6,74.3,d7b76330-1,London,2594,52,0
d4650251-fa2,2026-01-29 16:42:08.238588,d286ad84,13.91,99d36050-c,Mumbai,800,41,0
faee726a-617,2026-01-29 16:43:13.238588,f9d575ef,52.35,21c566a2-a,New York,2928,63,0
ee462daf-784,2026-01-29 16:45:30.238588,7537075b,421.63,30b7024d-9,San Francisco,1845,43,0
5cb81f9b-7b7,2026-01-29 16:54:24.238588,242a9527,870.18,e4c59c4a-9,New York,3199,60,0
bfa047cd-a6c,2026-01-29 16:55:41.238588,4afc045e,233.85,fa8370f8-d,Mumbai,3043,77,0
cfc5217f-f36,2026-01-29 16:58:27.238588,761b6372,815.68,58c3b102-7,Mumbai,895,40,0
2eb6af1c-55b,2026-01-29 17:03:25.238588,036c0bbb,593.66,8a451cbb-5,San Francisco,910,46,0
fe6b0692-87e,2026-01-29 17:09:48.238588,761b6372,106.52,58c3b102-7,Mumbai,2502,79,0
2394990b-aef,2026-01-29 17:15:57.238588,9c0eaa77,613.14,c3546232-2,Mumbai,1428,48,0
987a95f9-23e,2026-01-29 17:44:24.238588,d223ce5f,263.19,e1042303-7,Tokyo,2851,77,0
4e0a6300-4a4,2026-01-29 17:47:14.238588,f70ca184,290.8,1b2f1c42-7,San Francisco,3390,53,0
9afecaf6-aa0,2026-01-29 17:49:10.238588,2def30ef,778.39,f3ca0c05-6,New York,1027,75,0
a872546b-8e4,2026-01-29 17:50:34.238588,d96272be,519.89,d4a7b51e-8,New York,734,70,0
56e4418c-0f5,2026-01-29 17:56:17.238588,17e7d98a,800.06,4ea2f353-7,Tokyo,3204,47,0
451f4e0e-963,2026-01-29 17:56:19.238588,8292c6bf,507.64,059150be-7,Mumbai,1596,43,0
e959388a-5a8,2026-01-29 17:56:32.238588,11409b64,71.02,38882173-7,London,1881,72,0
c8ce49a7-9a0,2026-01-29 18:00:49.238588,620e7626,30.63,941604f0-9,San Francisco,3108,78,0
50f51958-73a,2026-01-29 18:18:13.238588,2c99d828,414.64,9fb642e8-0,San Francisco,1404,47,0
65f7d3cc-7eb,2026-01-29 18:23:46.238588,f177c7b6,407.0,732ef148-b,Mumbai,2923,181,1
c2458ef3-61d,2026-01-29 18:27:19.238588,246aa2cb,379.46,fd3dcd1c-0,Singapore,2899,71,0
1d1162f7-a06,2026-01-29 18:35:37.238588,05514481,158.93,d70b8d9f-6,Tokyo,2957,179,1
60914910-cbc,2026-01-29 18:49:37.238588,819d6431,429.49,f91cc543-3,Berlin,3051,74,0
45af5463-555,2026-01-29 18:49:39.238588,d496a700,128.26,205a39a8-4,Singapore,1631,58,0
2bc6856c-016,2026-01-29 19:04:41.238588,ef7f3890,554.86,e35e6672-2,Tokyo,164,68,0
91623479-072,2026-01-29 19:07:22.238588,de04b528,311.15,4c7c3421-3,Berlin,703,41,0
d02744c6-758,2026-01-29 19:07:32.238588,57bfc3ef,608.35,8cfbb929-9,London,2249,42,0
